64207012,Rua Samuel Santos,- de 1927/1928 ao fim,Frei Higino,6656,17
64207018,Rua Bom Jesus,,Frei Higino,6656,17
64207033,Rua Doutor Francisco Moraes Sousa,,Frei Higino,6656,17
64207093,Conjunto Padre Anchieta,,Frei Higino,6656,17
64207097,Rua Projetada 84,,Frei Higino,6656,17
64207107,Rua Projetada 90,,Frei Higino,6656,17
64207360,Quadra C,(Conj Raul Bacellar I),Planalto de Monteserra The,6656,17
64207410,Quadra O,(Conj Raul Bacellar II),Planalto de Monteserra The,6656,17
64207415,Quadra P,(Conj Raul Bacellar II),Planalto de Monteserra The,6656,17
64207445,Quadra E-3,(conj Raul Bacellar IV),Planalto de Monteserra The,6656,17
64207542,Rua Particular,,Planalto de Monteserra The,6656,17
64207750,Conjunto Porto das Barcas,,Planalto de Monteserra The,6656,17
64207760,Conjunto Irmã Dulce,,Planalto de Monteserra The,6656,17
64208332,Rua Itaúna,- de 1645/1646 ao fim,Piauí,6656,17
64210125,Rua Santo Antônio,,Dirceu Arcoverde,6656,17
64212170,Travessa São Miguel,,Rodoviária,6656,17
64213235,Quadra A1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213236,Quadra A2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213237,Quadra A3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213238,Quadra A4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213239,Quadra B1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213240,Quadra B2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213241,Quadra B3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213242,Quadra B4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213243,Quadra C1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213244,Quadra C2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213245,Quadra C3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213246,Quadra C4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213247,Quadra D1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213248,Quadra D2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213249,Quadra D3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213250,Quadra D4,,Primavera,6656,17
64213251,Quadra E1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213252,Quadra E2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213253,Quadra E3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213255,Quadra F1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213256,Quadra F2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213257,Quadra F3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213258,Quadra F4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213259,Quadra G1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213260,Quadra G2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213261,Quadra G3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213262,Quadra G4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213263,Quadra H1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213264,Quadra H2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213265,Quadra H3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213266,Quadra H4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213267,Quadra I1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213268,Quadra I2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213269,Quadra I3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213270,Quadra I4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213271,Quadra J1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213272,Quadra J2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213273,Quadra J3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213274,Quadra J4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213275,Quadra L1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213276,Quadra L2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213277,Quadra L3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213279,Quadra M1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213280,Quadra M2,(CJ Caminho Rosápolis II),Primavera,6656,17
64213281,Quadra M3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213282,Quadra M4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213283,Quadra N1,,Primavera,6656,17
64213284,Quadra N2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213285,Quadra N3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213286,Quadra N4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213287,Quadra O1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213288,Quadra O2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213289,Quadra O3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213290,Quadra O4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213291,Quadra P1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213292,Quadra P2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213293,Quadra P3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213294,Quadra P4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213295,Quadra Q1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213296,Quadra Q2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213297,Quadra Q3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213298,Quadra Q4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213299,Quadra R1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213301,Quadra R3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213302,Quadra R4,,Primavera,6656,17
64213304,Quadra S2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213305,Quadra S3,(Cj Caminho RosápolisII),Primavera,6656,17
64213306,Quadra S4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213307,Quadra T1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213309,Quadra T3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213310,Quadra T4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213311,Quadra U1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213312,Quadra U2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213313,Quadra U3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213314,Quadra U4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213315,Quadra V1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213316,Quadra V2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213317,Quadra V3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213318,Quadra V4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213319,Quadra X1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213320,Quadra X2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213321,Quadra X3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213322,Quadra X4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213324,Quadra Z2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213325,Quadra Z3,(Cj Caminho Rosápolis II),Primavera,6656,17
64213326,Quadra Z4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213901,Rua Dom Pedro I,,Primavera,6656,17
64215018,Avenida Princesa Isabel,,Campos,6656,17
64215087,Rua Caramuru,- até 565/566,São Francisco da Guarita,6656,17
64215155,Rua David Caldas,,São Francisco da Guarita,6656,17
64215220,Rua Esperança,,São Francisco da Guarita,6656,17
64215525,Rua Antonio Rodrigues de Carvalho,,Boa Esperança,6656,17
64216045,Loteamento Pinheiro Machado,,Santa Luzia,6656,17
64216715,Travessa Walter Passos,,Igaraçu,6656,17
64216861,Quadra A,(Lot Altair Athayde),Igaraçu,6656,17
64216862,Quadra B,(Lot Altair Athayde),Igaraçu,6656,17
64216863,Quadra C,(Lot Altair Athayde),Igaraçu,6656,17
64216864,Quadra D,(Lot Altair Athayde),Igaraçu,6656,17
64216865,Quadra E,(Lot Altair Athayde),Igaraçu,6656,17
64216866,Quadra F,(Lot Altair Athayde),Igaraçu,6656,17
64216867,Quadra G,(Lot Altair Athayde),Igaraçu,6656,17
64216868,Quadra H,(lot Altair Athayde),Igaraçu,6656,17
64216885,Conjunto Residencial Esplanada Rosápolis,,Igaraçu,6656,17
64216900,Avenida José de Moraes Correia Km 04,,Santa Luzia,6656,17
64216901,Avenida José de Moraes Correia 1506,,Santa Luzia,6656,17
64217040,Rua José Pinote,,São Vicente de Paula,6656,17
64600004,Rua Santo Antonio,,Centro,6952,17
64600007,Travessa Antonio da Costa Moura,,Centro,6952,17
64601028,Rua João XXIII,,Paroquial,6952,17
64601249,Rua Cristo Rei,,São José,6952,17
64601334,Rua Isidro Bezerra,,Bomba,6952,17
64603180,Rua Francisca Gonçalves da Silva,,Belo Norte,6952,17
64603185,Rua Rita Bonfim,,Belo Norte,6952,17
64603190,Rua João Gomes Lelis,,Belo Norte,6952,17
64603195,Rua Eloi Francisco,,Belo Norte,6952,17
64603200,Rua Santa Ana,,Belo Norte,6952,17
64604255,Rua Expedita Luz,,Ipueiras,6952,17
64604265,Rua Pedro Anisio da Luz,,Ipueiras,6952,17
64604275,Rua Marilene Luz,,Ipueiras,6952,17
64604630,Rua João Pereira Neto,,Ipueiras,6952,17
64604640,Rua Maria Valzenir Leal Alves,,Ipueiras,6952,17
64605090,Quadra 03,(Conj Picos II),Pedrinhas,6952,17
64606130,Avenida General Licinho Pereira Nunes,,Jardim Natal,6952,17
64606495,Rua Antonio Marques,,Paraibinha,6952,17
64607105,Rua Francisca Santos Martins,,Boa Sorte,6952,17
64607300,Rua Antônio Rodrigues de Sousa Nartins,,Catavento,6952,17
64607467,Rua Antonio de Carvalho,,DNER,6952,17
64608435,Rua Doutor Antenor Neiva,,Conduru,6952,17
64002838,Rua Primeiro de Maio,,Morro da Esperança,9682,17
64002876,Avenida Jacob Almendra,,Morro da Esperança,9682,17
64002880,Rua Alcides Freitas,,Morro da Esperança,9682,17
64005437,Rua Dalas,,São Joaquim,9682,17
64006012,Praça Santos Dumont,,Aeroporto,9682,17
64006690,Vila Cristalina,,Água Mineral,9682,17
64007821,Praça Engenheiro José Francisco de Almeida Neto,,Itaperu,9682,17
64007822,Alameda João Isidoro França,,Itaperu,9682,17
64008045,Praça da Paz,,Alto Alegre,9682,17
64008065,Rua André Diuare Almeida Carvalho,,Alto Alegre,9682,17
64008068,Rua Antônia Mendes Cunha Silva,,Alto Alegre,9682,17
64008085,Alameda João Isidoro França,,Alto Alegre,9682,17
64008095,Rua Alboíno Aires de Menezes,,Alto Alegre,9682,17
64008105,Rua Albertina,,Alto Alegre,9682,17
64008115,Rua Diamantina,,Alto Alegre,9682,17
64008118,Rua Sapucaia,,Alto Alegre,9682,17
64008120,Rua Santa Catarina de Senna,,Alto Alegre,9682,17
64008135,Rua Primeiro de Maio,,Alto Alegre,9682,17
64008177,Rua Sotero Vaz da Silveira,,Alto Alegre,9682,17
64008182,Rua Vereador Edson Pires,,Alto Alegre,9682,17
64008187,Rua Marcos Ronald Rodrigues de Sá,,Alto Alegre,9682,17
64008800,Rua Fotógrafo Carioca,,Embrapa,9682,17
64009415,Rua Doutora Bruna de Oliveira Rodrigues,,Alto Alegre,9682,17
64009530,Rua Castelo do Piauí,,Alto Alegre,9682,17
64009535,Rua David Cavalcante,,Alto Alegre,9682,17
64009555,Rua Jean Le-Lonnés,,Alto Alegre,9682,17
64009565,Rua Cedro,,Alto Alegre,9682,17
64009587,Rua Pescador Raimundo Salvino,,Alto Alegre,9682,17
64009617,Rua Galileu Veloso,,Vila São Francisco,9682,17
64009622,Rua Doutor Antônio Pedreira Martins,,Vila São Francisco,9682,17
64009653,Rua Santa Clara,,Vila São Francisco,9682,17
64009857,Avenida Prefeito Freitas Neto,,Vila São Francisco,9682,17
64010806,Quadra 1,(Residencial Santa Sofia),Mocambinho,9682,17
64010807,Quadra 2,(Residencial Santa Sofia),Mocambinho,9682,17
64010808,Quadra 3,(Residencial Santa Sofia),Mocambinho,9682,17
64010809,Quadra 4,(Residencial Santa Sofia),Mocambinho,9682,17
64010810,Quadra 5,(Residencial Santa Sofia),Mocambinho,9682,17
64010811,Quadra 6,(Residencial Santa Sofia),Mocambinho,9682,17
64010812,Quadra 7,(Residencial Santa Sofia),Mocambinho,9682,17
64010814,Quadra 8,(Residencial Santa Sofia),Mocambinho,9682,17
64010816,Quadra 9,(Residencial Santa Sofia),Mocambinho,9682,17
64010817,Quadra 10,(Residencial Santa Sofia),Mocambinho,9682,17
64010819,Quadra 11,(Residencial Santa Sofia),Mocambinho,9682,17
64010821,Quadra 12,(Residencial Santa Sofia),Mocambinho,9682,17
64010822,Quadra 13,(Residencial Santa Sofia),Mocambinho,9682,17
64010824,Quadra 14,(Residencial Santa Sofia),Mocambinho,9682,17
64010826,Quadra 15,(Residencial Santa Sofia),Mocambinho,9682,17
64010827,Quadra 16,(Residencial Santa Sofia),Mocambinho,9682,17
64010829,Quadra 17,(Residencial Santa Sofia),Mocambinho,9682,17
64010831,Quadra 18,(Residencial Santa Sofia),Mocambinho,9682,17
64012595,Rua do Café,,Santa Maria,9682,17
64012775,Rodovia TER-150,(Povoado Santa Helena),Santa Maria,9682,17
64013800,Vila Dilma Roussef,,Santa Maria,9682,17
64014014,Rua Vaqueiro Baldoíno Barreto,,Ilhotas,9682,17
64014016,Rua Sabino Cruz da Assunção,,Ilhotas,9682,17
64014018,Rua Professora Marlene Nunes,,Ilhotas,9682,17
64014020,Rua Professora Luzia Gomes,,Ilhotas,9682,17
64014022,Rua Professor Cordão,,Ilhotas,9682,17
64014024,Rua Poeta Ovídio Saraiva,,Ilhotas,9682,17
64014026,Rua Passatempo,,Ilhotas,9682,17
64014028,Rua Manuel Cláudio de Paiva,,Ilhotas,9682,17
64014030,Rua Maestro Luiz Santos,,Ilhotas,9682,17
64014032,Rua Leonília de Freitas,,Ilhotas,9682,17
64014034,Rua Lavadeira Maria Inês Monteiro,,Ilhotas,9682,17
64014036,Rua Expedicionários da Paz,,Ilhotas,9682,17
64014038,Rua Estudante Paulo Patrick,,Ilhotas,9682,17
64014056,Rua Ibernon Bandeira,,Ilhotas,9682,17
64014059,Praça Nossa Senhora da Conceição,,Ilhotas,9682,17
64014077,Rua Doméstica Maria Balbina,,Ilhotas,9682,17
64014079,Rua Ananias Ribeiro do Nascimento,,Ilhotas,9682,17
64014312,Rua Mestre Manoel Amaro,,Cristo Rei,9682,17
64014317,Rua Padeiro Domingos,,Cristo Rei,9682,17
64014322,Rua Mecânico Lilio,,Cristo Rei,9682,17
64014327,Rua Radialista Jorge Vieira,,Cristo Rei,9682,17
64014329,Rua Sargento Walmir Santos,,Cristo Rei,9682,17
64014390,Rua Mato Grosso,,Cristo Rei,9682,17
64014417,Praça do Aconchego,,Cristo Rei,9682,17
64014537,Rua Professora Marlene Nunes,,Cristo Rei,9682,17
64015036,Quadra A,(Conjunto IAPC),Ilhotas,9682,17
64015037,Quadra B,(Conjunto IAPC),Ilhotas,9682,17
64015038,Quadra C,(Conjunto IAPC),Ilhotas,9682,17
64015039,Bloco A,(Conjunto IAPEP),Ilhotas,9682,17
64015041,Bloco B,(Conjunto IAPEP),Ilhotas,9682,17
64015042,Bloco C,(Conjunto IAPEP),Ilhotas,9682,17
64015043,Bloco D,(Conjunto IAPEP),Ilhotas,9682,17
64015044,Bloco E,(Conjunto IAPEP),Ilhotas,9682,17
64015045,Bloco F,(Conjunto IAPEP),Ilhotas,9682,17
64015046,Bloco G,(Conjunto IAPEP),Ilhotas,9682,17
64015047,Bloco H,(Conjunto IAPEP),Ilhotas,9682,17
64015048,Bloco I,(Conjunto IAPEP),Ilhotas,9682,17
64015070,Avenida Leônidas Melo,,Ilhotas,9682,17
64015110,Rua Assis Davis,,Piçarra,9682,17
64015305,Avenida Industrial Gil Martins,,Cristo Rei,9682,17
64015345,Rua Baltazar Maranhão,,Ilhotas,9682,17
64015461,Rua Professora Maria Helena Nunes,,Cristo Rei,9682,17
64015462,Rua Ivaldo Soares Sousa,,Cristo Rei,9682,17
64015463,Rua Professora Elza Maria,,Cristo Rei,9682,17
64015467,Rua Fotógrafo Costinha,,Cristo Rei,9682,17
64015472,Rua Motorista Raimundo Gomes,,Cristo Rei,9682,17
64015475,Rua Antônio Marinho,,Cristo Rei,9682,17
64016235,Praça Estevam Alexandrino,,Monte Castelo,9682,17
64016245,Rua do Soldado,,Monte Castelo,9682,17
64016275,Rua Assis Davis,- de 1/2 a 99998/99999,Monte Castelo,9682,17
64016394,Praça Madre Savina Petrilli,,Cristo Rei,9682,17
64016430,Praça Frei Heliodoro,,Cristo Rei,9682,17
64016900,Avenida Industrial Gil Martins 2000,,Redenção,9682,17
64017165,Praça José Livino,,Monte Castelo,9682,17
64017175,Avenida Nações Unidas,,Monte Castelo,9682,17
64017255,Rua Publicitário Anatole Karpov,,Monte Castelo,9682,17
64017292,Rua Taquígrafa Conceição Cunha,(Residencial Ipase),Monte Castelo,9682,17
64017295,Quadra 1,(Conjunto IPASE),Monte Castelo,9682,17
64017296,Quadra 2,(Conjunto IPASE),Monte Castelo,9682,17
64017297,Quadra 3,(Conjunto IPASE),Monte Castelo,9682,17
64017298,Quadra 4,(Conjunto IPASE),Monte Castelo,9682,17
64017299,Quadra 5,(Conjunto IPASE),Monte Castelo,9682,17
64017301,Quadra 6,(Conjunto IPASE),Monte Castelo,9682,17
64017302,Quadra 7,(Conjunto IPASE),Monte Castelo,9682,17
64017303,Quadra 8,(Conjunto IPASE),Monte Castelo,9682,17
64017304,Quadra 9,(Conjunto IPASE),Monte Castelo,9682,17
64017307,Rua Iara,,Monte Castelo,9682,17
64017352,Praça Engenheiro Cícero Ferraz,,Monte Castelo,9682,17
64017417,Rua Raimundo Soares Miranda,,Monte Castelo,9682,17
64017427,Praça das Comunicações,,Monte Castelo,9682,17
64017563,Rua Desembargador Mota,,Cidade Nova,9682,17
64018117,Rua Wilson Carvalho,,São Pedro,9682,17
64018325,Rua Menfis,,São Pedro,9682,17
64018375,Quadra 01,(CJ SÃO PEDRO),São Pedro,9682,17
64018380,Quadra 02,(CJ SÃO PEDRO),São Pedro,9682,17
64018385,Quadra 03,(CJ SÃO PEDRO),São Pedro,9682,17
64018390,Quadra 04,(CJ SÃO PEDRO),São Pedro,9682,17
64018395,Quadra 05,(CJ SÃO PEDRO),São Pedro,9682,17
64018400,Quadra 06,(CJ SÃO PEDRO),São Pedro,9682,17
64018405,Quadra 07,(CJ SÃO PEDRO),São Pedro,9682,17
64018410,Quadra 08,(CJ SÃO PEDRO),São Pedro,9682,17
64019365,Rua Pio IX,,São Pedro,9682,17
64019375,Rua Dinamarca,,São Pedro,9682,17
64019385,Rua Abílio Guimarães,,São Pedro,9682,17
64019395,Rua José Carvalhos dos Santos,,São Pedro,9682,17
64019636,Quadra A,(Conjunto Tabuleta),Tabuleta,9682,17
64019637,Quadra B,(Conjunto Tabuleta),Tabuleta,9682,17
64019638,Quadra C,(Conjunto Tabuleta),Tabuleta,9682,17
64019639,Quadra D,(Conjunto Tabuleta),Tabuleta,9682,17
64019641,Quadra E,(Conjunto Tabuleta),Tabuleta,9682,17
64019642,Quadra F,(Conjunto Tabuleta),Tabuleta,9682,17
64019647,Praça Antônio Mendes de Carvalho Neto,,Tabuleta,9682,17
64019652,Praça Hugo Bastos,,Tabuleta,9682,17
64019670,Rua Taxista Euclides Rodrigues,,Tabuleta,9682,17
64019976,Avenida Professor Valter Alencar 1940,,Monte Castelo,9682,17
64020040,Rua Francisca de Melo Lobo,,Santa Luzia,9682,17
64020097,Rua Wendel Jim Boavista,,Santa Luzia,9682,17
64020600,Rua Wendel Jim Boavista,,Parque São João,9682,17
64020605,Rua Telma Elisa,,Parque São João,9682,17
64020610,Rua Murici,,Parque São João,9682,17
64020615,Rua Meleiro,,Parque São João,9682,17
64020620,Rua Mauriti,,Parque São João,9682,17
64020695,Rua Cajueiro,,Parque São João,9682,17
64020705,Rua São Basílio,,Parque São João,9682,17
64020715,Rua Bálsamo,,Parque São João,9682,17
64020740,Loteamento Parque São João,,Parque São João,9682,17
64020750,Rua Francisca de Melo Lobo,,Parque São João,9682,17
64022020,Rua Afonso Pena,,Triunfo,9682,17
64022030,Rua Aquidabã,,Triunfo,9682,17
64022045,Rua Anita Garibaldi,,Triunfo,9682,17
64022053,Rua Frei Caneca,,Triunfo,9682,17
64022090,Rua Carlos Gomes,,Triunfo,9682,17
64022225,Rua Professor Mota Júnior,,Lourival Parente,9682,17
64022270,Rua Mestre Chico Oliveira,,Lourival Parente,9682,17
64023030,Rua Gardiê Silveira de Sousa,,Morada Nova,9682,17
64023040,Rua Gonçalves Dias,,Morada Nova,9682,17
64023045,Rua Henrique Luís Sousa,,Morada Nova,9682,17
64023050,Rua João Irineu,,Morada Nova,9682,17
64023055,Rua João Viveiros dos Santos,,Morada Nova,9682,17
64023060,Rua Marechal Costa e Silva,,Morada Nova,9682,17
64023065,Rua Maria dos Milagres Nunes,,Morada Nova,9682,17
64023070,Rua Professor Seabra,,Morada Nova,9682,17
64023075,Rua Professora Leó Sá,,Morada Nova,9682,17
64023080,Rua Valdomiro Pessoa de Carvalho,,Morada Nova,9682,17
64023085,Rua Wenceslau Braz,,Morada Nova,9682,17
64023230,Rua Aviador Edvaldo Buíque,,Morada Nova,9682,17
64023235,Rua Breno Bezerra Soares,,Morada Nova,9682,17
64023237,Rua Garçom Epaminondas Cavalcante,,Morada Nova,9682,17
64023240,Rua Cícero Monteiro,,Morada Nova,9682,17
64023250,Rua Embaixador Frederico Clark,,Morada Nova,9682,17
64023276,Rua Abdon Nunes,,Morada Nova,9682,17
64023278,Rua Antônio José de Sampaio,,Morada Nova,9682,17
64023287,Rua Garçom Epaminondas Cavalcante,,Lourival Parente,9682,17
64023602,Rua Alfredo Soeiro,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023604,Rua Economista Afonso Júnior,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023606,Rua Francisco Gil Castelo Branco,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023608,Rua H. Dobal,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023610,Rua Jornalista José Lopes dos Santos,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023612,Rua Jovita Alves Feitosa,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023614,Rua Luiz Federal,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023616,Rua Magnólia Paranaguá Santana,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023618,Rua Presidente Juscelino,,Lourival Parente,9682,17
64023622,Rua Tenente Benício de Sousa,(Lot. Maria Luisa Parente),Lourival Parente,9682,17
64023639,Rua Radialista Benedito de Assis,,Lourival Parente,9682,17
64025053,Quadra L,(Cj Cepisa),Parque Piauí,9682,17
64027146,Quadra 59,(Cj. Raimundo Portela),Promorar,9682,17
64028355,Avenida Prefeito Wall Ferraz,- lado par,Santo Antônio,9682,17
64028420,Rua PAULO BONA ANDRADE,,Santo Antônio,9682,17
64030388,Rua Eletricista Tião,(Res. Oswaldo S. Parente),Bela Vista,9682,17
64030645,Quadra 41,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030650,Quadra 42,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030655,Quadra 43,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030660,Quadra 44,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030665,Quadra 45,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030670,Quadra 46,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030675,Quadra 47,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030680,Quadra 48,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030685,Quadra 49,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030690,Quadra 50,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030695,Quadra 51,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030700,Quadra 1,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030705,Quadra 2,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030710,Quadra 3,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030715,Quadra 4,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030720,Quadra 5,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030725,Quadra 6,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030730,Quadra 7,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030735,Quadra 8,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030740,Quadra 9,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030745,Quadra 10,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030750,Quadra 11,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030755,Quadra 12,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030760,Quadra 13,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030765,Quadra 14,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030770,Quadra 15,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030775,Quadra 16,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030780,Quadra 17,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030785,Quadra 18,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030790,Quadra 19,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030795,Quadra 20,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030800,Quadra 21,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030805,Quadra 22,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030810,Quadra 23,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030815,Quadra 24,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030820,Quadra 25,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030825,Quadra 26,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030830,Quadra 27,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030835,Quadra 28,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030840,Quadra 29,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030845,Quadra 30,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030850,Quadra 31,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030855,Quadra 32,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030860,Quadra 33,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030865,Quadra 34,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030870,Quadra 35,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030875,Quadra 36,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030880,Quadra 37,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030885,Quadra 38,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030890,Quadra 39,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64030895,Quadra 40,(Loteamento Bela Vista III/São Loure,Bela Vista,9682,17
64031092,Rua I,(Lot Prq Cristiane),Bela Vista,9682,17
64033720,Avenida Dois,,Santo Antônio,9682,17
64034190,Quadra E,(Cj J R Nunes),Angelim,9682,17
